cycle,write_word,write_enable,read_enable,clk_freq_mhz,setup_time_ps,hold_time_ps,temp_c,fault_type,is_anomaly
42,255,1,0,200.0,939.4704333167163,516.2065484269447,61.195414380359075,NORMAL,0
43,73,1,0,100.0,983.2791590882082,462.67546308527307,62.55540957429407,NORMAL,0
44,236,1,0,100.0,980.9986195856563,453.27670993644847,56.18266990474713,NORMAL,0
45,146,1,0,133.0,1046.1959950147468,459.9214776303271,27.182801259063293,NORMAL,0
46,46,0,1,100.0,1044.2181269150865,466.13457110525883,81.36854604948132,NORMAL,0
47,59,0,1,133.0,1173.6414183606291,524.7470081579261,65.43389887712466,NORMAL,0
48,165,0,1,100.0,907.6557553388949,465.082370273955,70.59367715082664,NORMAL,0
49,143,0,1,100.0,1014.7067397070125,500.8480449356298,67.61394008974341,NORMAL,0
50,36,0,1,200.0,1111.1704043039213,512.2525887106646,72.78029278026457,NORMAL,0
51,69,1,0,133.0,1036.0293272800127,487.3432015014229,27.327283530944698,NORMAL,0
52,97,1,0,50.0,976.3031353606681,464.0984926788095,25.072530660664448,NORMAL,0
53,244,1,0,133.0,985.1372674676768,523.9084597421914,44.50502113744366,NORMAL,0
54,115,1,0,200.0,1079.5462399983512,487.4548428774793,75.51909312633325,NORMAL,0
55,78,1,0,200.0,917.1432154683365,525.4400484728072,62.03314426401784,NORMAL,0
56,165,0,1,133.0,1010.5148699880981,518.6715657444007,67.89091853754545,NORMAL,0
57,41,0,1,50.0,1277.048755935421,471.3401395986306,58.35746657376468,NORMAL,0
58,161,0,1,133.0,905.9683456530411,516.034037415404,76.0033161140912,NORMAL,0
59,197,0,1,50.0,1185.872561486121,527.551343816104,79.97462118890654,NORMAL,0
60,105,0,1,200.0,1006.9620253219255,453.42998606426465,71.07385083859653,NORMAL,0
61,248,1,0,133.0,1121.0151266581474,567.5520977399299,42.22184902132689,NORMAL,0
62,118,1,0,100.0,739.1632493533399,570.879944616355,36.926044943481934,NORMAL,0
63,175,1,0,200.0,1061.2359519295183,498.34328459974046,47.85663475538706,NORMAL,0
64,51,1,0,100.0,963.0925827785113,531.2729149119316,32.608964298490434,NORMAL,0
65,218,1,0,50.0,1021.942119319728,481.8828209076168,80.96749915708176,NORMAL,0
66,170,0,1,100.0,1141.0314343683003,414.79847341538004,79.52858595753231,NORMAL,0
67,14,0,1,100.0,1094.368541113637,498.49970442783774,57.00074557399305,NORMAL,0
68,146,0,1,133.0,877.4159251470207,509.57065431518873,26.886560709947137,NORMAL,0
69,230,0,1,133.0,1152.9255763210722,515.1830316958698,46.08356561309969,NORMAL,0
70,41,0,1,133.0,856.9936991122903,521.2038190886346,84.90044087218227,NORMAL,0
71,86,1,0,200.0,949.1857783706863,601.453841443198,71.01122661440931,NORMAL,0
72,216,1,0,100.0,978.0473748244501,492.02711841314516,46.884617668561106,NORMAL,0
73,173,1,0,133.0,992.2431511259744,571.6941334249209,72.76450128482392,NORMAL,0
74,233,1,0,100.0,860.1113307930584,579.2342990191664,81.06208044283957,NORMAL,0
75,37,1,0,133.0,890.6493579789923,545.5594501510694,33.60617513794952,NORMAL,0
76,170,0,1,100.0,886.0420466581265,529.8741814607099,57.67167755060518,NORMAL,0
77,165,0,1,100.0,1004.5582831573789,387.8966018549891,29.804660876687525,NORMAL,0
78,190,0,1,133.0,839.0526751295913,420.1114523965591,63.95002567720035,NORMAL,0
79,119,0,1,200.0,821.6752778147946,513.277040603459,71.08355948128086,NORMAL,0
80,29,0,1,100.0,1033.67592866227,429.3536028809518,35.98693246394776,NORMAL,0
81,214,1,0,200.0,884.5073267821086,508.2071619112512,26.008575365029696,NORMAL,0
82,65,1,0,50.0,1014.0028940284926,554.7032915872101,78.69813203378263,NORMAL,0
83,220,1,0,100.0,1140.4277519196703,528.3947025826722,28.874533501966585,NORMAL,0
84,7,1,0,133.0,1060.5343730689192,423.7217474852455,61.065963397993976,NORMAL,0
85,73,1,0,200.0,1088.4631765656195,516.464202449032,62.27143658437248,NORMAL,0
86,233,0,1,50.0,844.5516315554091,452.74934732547155,66.52192687214347,NORMAL,0
87,250,0,1,133.0,1100.0137536776017,509.8472626646681,42.524744987781695,NORMAL,0
88,132,0,1,100.0,977.4970752292048,460.85719653064433,56.5034534065137,NORMAL,0
89,11,0,1,200.0,1023.6948559749366,526.3142007445766,43.43589790016347,NORMAL,0
90,238,0,1,50.0,692.6406728528366,534.4302458805103,66.42004202116185,NORMAL,0
91,30,1,0,200.0,1023.1387916641202,470.7324277184927,29.808612826149897,NORMAL,0
92,116,1,0,100.0,897.2535641512759,445.12010353415883,83.61635309422769,NORMAL,0
93,208,1,0,100.0,959.0544302569257,564.7878358656747,32.712800875744236,NORMAL,0
94,255,1,0,50.0,1039.2711498967117,513.3860295861446,51.82454195422411,NORMAL,0
95,224,1,0,200.0,1042.7208398473845,549.0395090362789,50.938968730347796,NORMAL,0
96,105,0,1,50.0,1015.5258036715105,442.7572920983647,76.34583290164022,NORMAL,0
97,54,0,1,200.0,909.09780141388,535.1057369091307,68.4329670192419,NORMAL,0
98,248,0,1,50.0,985.1615477462732,484.4584040979985,27.21342202618612,NORMAL,0
99,156,0,1,200.0,998.2413009606296,505.17366565757493,82.84554377513238,NORMAL,0
100,161,0,1,100.0,1076.4794045603717,480.33914343410896,40.42754412371215,NORMAL,0
101,167,1,0,50.0,1047.5546368415612,543.0248172178492,61.38513700808077,NORMAL,0
102,136,1,0,133.0,838.3497711790515,475.4357581287024,25.814860263046363,NORMAL,0
103,25,1,0,200.0,963.7075708986999,478.2544710195983,32.50295636192827,NORMAL,0
104,41,1,0,100.0,1115.2026501560329,456.41081277968806,26.69706194380204,NORMAL,0
105,232,1,0,200.0,936.0690146963512,433.48724803711525,82.2159011016472,NORMAL,0
106,229,0,1,133.0,1134.136232016821,481.924640421294,44.273472383064714,NORMAL,0
107,153,0,1,100.0,961.7566864800418,576.8020914952574,29.137763933102807,NORMAL,0
108,40,0,1,50.0,986.7652411834406,483.9628714451199,58.17476919643534,NORMAL,0
109,207,0,1,50.0,1067.9893708847446,557.7309380041751,75.95719052235142,NORMAL,0
110,110,0,1,133.0,821.2138528652325,512.0841462195738,60.78702151680042,NORMAL,0
111,93,1,0,100.0,997.2331286001233,494.58441319153434,35.181692415985445,NORMAL,0
112,63,1,0,100.0,1091.2473106735795,443.7187467467413,30.6530795929248,NORMAL,0
113,190,1,0,50.0,1038.0246426977526,485.69527447311737,74.9140447345136,NORMAL,0
114,222,1,0,133.0,795.5740663868987,440.1543549254367,54.46194056588173,NORMAL,0
115,239,1,0,200.0,1057.015583889332,511.02683208195344,42.85018976711467,NORMAL,0
116,212,0,1,100.0,1107.0026553495618,561.2155192576292,69.56509135176775,NORMAL,0
117,189,0,1,200.0,1092.778660257632,514.7981196726968,53.64369065506537,NORMAL,0
118,94,0,1,133.0,975.1062138905891,487.28776325249726,37.086321947663556,NORMAL,0
119,106,0,1,133.0,902.9513247953214,498.3890079983643,25.577125836081937,NORMAL,0
120,246,0,1,200.0,987.4075422735124,519.5866506093146,84.4766245043162,NORMAL,0
121,52,1,0,200.0,1038.039998516254,473.08038731847495,27.917767435646617,NORMAL,0
122,85,1,0,50.0,1071.9028506365103,562.0229167881355,51.10073000081985,NORMAL,0
123,238,1,0,200.0,1080.5091963893578,583.6083774719006,39.26734095747002,NORMAL,0
124,8,1,0,200.0,1116.1861392182923,464.080601152677,50.39622527450742,NORMAL,0
125,217,1,0,200.0,1102.18474430136,509.39708694140234,29.93363473583509,NORMAL,0
126,16,0,1,133.0,1123.3839235758662,597.3792977295054,71.60176775679028,NORMAL,0
127,213,0,1,200.0,903.0037730331469,488.26346732939743,34.563014410744984,NORMAL,0
128,207,0,1,100.0,1074.7078597704292,475.507848027821,83.19514658885977,NORMAL,0
129,66,0,1,200.0,867.2763217724104,520.9212878060569,49.534641674710144,NORMAL,0
130,178,0,1,200.0,1036.0304820564052,540.4322135798028,55.08784567768084,NORMAL,0
131,161,1,0,100.0,986.8820362138297,503.37723618745883,60.45526409189899,NORMAL,0
132,82,1,0,50.0,942.7451373387355,497.352379732971,75.95968847378711,NORMAL,0
133,134,1,0,133.0,954.1888323027104,488.29935494389423,78.45063756879567,NORMAL,0
134,234,1,0,133.0,1112.917823392701,561.9261287013134,76.1565071855255,NORMAL,0
135,249,1,0,100.0,1090.716819603732,546.9901260029358,60.67741123593585,NORMAL,0
136,55,0,1,100.0,929.2697060322886,520.6252561673145,45.34474395425539,NORMAL,0
137,25,0,1,133.0,1075.667169620841,489.1767271048165,81.71005622927481,NORMAL,0
138,38,0,1,50.0,816.0583864863252,506.69670232126856,67.31033476794659,NORMAL,0
139,65,0,1,100.0,932.6714049002046,436.67280264201605,38.760704938580574,NORMAL,0
140,7,0,1,200.0,1128.3357266229655,503.56704227400786,39.01888140976499,NORMAL,0
141,244,1,0,100.0,999.2622796828543,521.6146472542242,40.80019952974523,NORMAL,0
142,112,1,0,133.0,1142.8602480086993,452.32580177220456,62.64107291893946,NORMAL,0
143,169,1,0,50.0,1199.5515544979537,479.9531881856798,52.41699898178027,NORMAL,0
144,203,1,0,200.0,925.7884037220255,561.8021784916309,49.09285972519361,NORMAL,0
145,198,1,0,100.0,1011.6174840475479,437.310109828584,33.54410118613256,NORMAL,0
146,123,0,1,200.0,1071.9177259138241,438.3029633249579,72.50203390888919,NORMAL,0
147,243,0,1,100.0,944.0707417611675,450.5416766864541,74.29929524274343,NORMAL,0
148,128,0,1,133.0,1025.2934802002826,447.03637867444905,78.90331641701007,NORMAL,0
149,143,0,1,200.0,953.4880232800887,543.2884788942935,57.95021584204416,NORMAL,0
150,93,0,1,133.0,915.2619737011515,422.8949384932999,73.784558199402,NORMAL,0
151,153,1,0,100.0,929.4613374963865,451.0506038947933,82.66575441761037,NORMAL,0
152,224,1,0,100.0,987.2509046783962,470.10040030937904,76.9393825032308,NORMAL,0
153,116,1,0,50.0,972.1294953420689,508.6286080133437,64.65413774945925,NORMAL,0
154,80,1,0,50.0,936.0275757340088,547.3132656801258,74.55545683402525,NORMAL,0
155,16,1,0,100.0,981.0135346664051,467.5889391675579,66.62415036498643,NORMAL,0
156,91,0,1,50.0,786.8416252899019,535.9597708071349,54.10370124013517,NORMAL,0
157,163,0,1,100.0,931.1482668192403,517.7298220804549,81.97510430020037,NORMAL,0
158,12,0,1,200.0,1114.053717392054,489.65153232289236,34.90728762258385,NORMAL,0
159,215,0,1,133.0,956.3400974387968,491.1122185264267,46.8116303203559,NORMAL,0
160,180,0,1,100.0,992.2162559687672,390.51332454653823,39.711659204820094,NORMAL,0
161,108,1,0,133.0,969.4287564212565,507.8303544697611,65.1725509023889,NORMAL,0
162,197,1,0,200.0,910.2483460289209,545.4225872410462,29.55181454752897,NORMAL,0
163,200,1,0,100.0,872.5129686439266,500.3434783515198,60.13853220698429,NORMAL,0
164,113,1,0,100.0,1177.7845151746317,347.78276177592534,43.67019938713619,NORMAL,0
165,219,1,0,100.0,971.1172691167878,586.1171092147184,33.28648511697624,NORMAL,0
166,204,0,1,133.0,1043.4803359181603,528.5885240880453,27.300373235229515,NORMAL,0
167,217,0,1,200.0,983.1680526717041,461.6921880536341,62.43182524034582,NORMAL,0
168,145,0,1,100.0,1045.692677307558,464.9304474765997,42.80762033064301,NORMAL,0
169,186,0,1,200.0,1015.491110641445,418.6697310759773,38.79981202646791,NORMAL,0
170,21,0,1,50.0,870.3128901703196,487.4224888362502,67.17028180797047,NORMAL,0
171,204,1,0,133.0,1035.4191456804035,460.9890016918371,44.598354897096165,NORMAL,0
172,145,1,0,133.0,882.721010474567,519.4616639628395,44.068472279918154,NORMAL,0
173,168,1,0,50.0,1036.793042049456,525.1152564408748,67.68831065787545,NORMAL,0
174,195,1,0,200.0,1125.2442607252406,456.68374074266325,67.70751972909417,NORMAL,0
175,236,1,0,100.0,1085.158265226963,507.35223917916363,84.15660645122117,NORMAL,0
176,220,0,1,50.0,1079.812377586394,567.4013749056269,69.87779688093653,NORMAL,0
177,242,0,1,50.0,741.9821612237072,456.8550920996721,72.38080229966918,NORMAL,0
178,19,0,1,50.0,1017.0183881324348,480.0389908865872,48.616639530851344,NORMAL,0
179,163,0,1,50.0,1009.2833326750409,564.8240578705883,31.217300275424893,NORMAL,0
180,7,0,1,133.0,908.5729340208366,553.0376115806919,58.974434877565855,NORMAL,0
181,75,1,0,50.0,994.7211772311199,427.23748695456334,43.05773012825574,NORMAL,0
182,214,1,0,200.0,1124.525793937305,480.1922958381496,37.837589779290326,NORMAL,0
183,251,1,0,100.0,1175.0259014440803,585.2653029353733,75.93709607605871,NORMAL,0
184,3,1,0,133.0,1052.4705103558153,557.0348178373919,65.74838233266463,NORMAL,0
185,149,1,0,50.0,1168.2009753405737,494.2997263022025,44.545823482971414,NORMAL,0
186,69,0,1,50.0,948.2509209422249,463.93702419060605,75.96448669813054,NORMAL,0
187,205,0,1,50.0,1023.2696306058583,453.27005552298505,47.35157149587169,NORMAL,0
188,150,0,1,50.0,1053.7498632135587,518.0670946627498,25.940068807598543,NORMAL,0
189,181,0,1,133.0,940.6015703799108,644.2190989301573,74.50218800831146,NORMAL,0
190,93,0,1,50.0,859.470961153102,518.3816181981507,51.64199299848865,NORMAL,0
191,244,1,0,100.0,1035.0709124734115,507.6465124072437,56.31777766521955,NORMAL,0
192,13,1,0,100.0,1058.1378782726968,430.477631888369,27.595203553919628,NORMAL,0
193,240,1,0,200.0,1082.5164061898504,448.2622991068823,83.65459601353814,NORMAL,0
194,80,1,0,50.0,1010.709278357648,514.9652106693951,73.29421931607146,NORMAL,0
195,170,1,0,200.0,1050.7966443292469,586.2829511538655,42.70667917949953,NORMAL,0
196,117,0,1,200.0,1034.769758855393,596.2261282294713,81.32319709644432,NORMAL,0
197,47,0,1,200.0,1087.6845700343065,566.8173601795085,69.27462709130853,NORMAL,0
198,1,0,1,133.0,951.3751505724043,447.8111649771976,44.36981404976164,NORMAL,0
199,71,0,1,133.0,840.5885578134786,513.6385600629818,30.1314197224523,NORMAL,0
200,181,0,1,133.0,801.7529881362386,470.88308568407996,55.85705442350176,NORMAL,0
201,104,1,0,200.0,1045.4571540036861,523.9673168721395,61.528323592000056,NORMAL,0
202,31,1,0,50.0,855.7892361855263,457.0967824888539,57.36047258895677,NORMAL,0
203,62,1,0,100.0,941.7279715750411,493.50538400894004,81.95805666213997,NORMAL,0
204,78,1,0,133.0,855.5411082579295,557.6088631557254,30.914748317837336,NORMAL,0
205,146,1,0,50.0,1006.6166676337101,410.842395864515,36.4035921989203,NORMAL,0
206,76,0,1,100.0,904.7412565011133,496.6103906256316,82.3080366278541,NORMAL,0
207,219,0,1,100.0,1192.613761105161,466.4632076347566,51.07234890091154,NORMAL,0
208,92,0,1,50.0,813.4290519687801,475.6909030881388,30.627859911052703,NORMAL,0
209,121,0,1,133.0,884.6602126810789,547.1975977322684,35.865245930312916,NORMAL,0
210,204,0,1,100.0,1012.5225097369207,469.1719826295355,82.12561136657898,NORMAL,0
211,110,1,0,100.0,1007.4847770347503,481.7056350144014,76.16746236243522,NORMAL,0
212,210,1,0,100.0,1095.2682662337127,538.0904803830714,51.151762379712835,NORMAL,0
213,37,1,0,200.0,1014.4394987881362,514.8990638792802,42.95911478557255,NORMAL,0
214,134,1,0,100.0,1050.8311570336775,523.2600335974159,41.10788650369874,NORMAL,0
215,220,1,0,133.0,1231.6807095614013,451.6600464310442,62.97768712409971,NORMAL,0
216,145,0,1,133.0,986.6539383520602,501.63648322540956,64.70572205245244,NORMAL,0
217,41,0,1,200.0,968.266142814569,473.2046495643991,37.54116578191793,NORMAL,0
218,48,0,1,50.0,1033.9278627453443,430.03212088834664,69.32956418852513,NORMAL,0
219,149,0,1,133.0,1044.6735018884824,478.96517203216877,63.18149098749405,NORMAL,0
220,63,0,1,50.0,1108.0254272490915,457.48887341332863,72.73985933121031,NORMAL,0
221,3,1,0,100.0,876.7644078817757,379.9037424831934,28.061889106271977,NORMAL,0
222,205,1,0,50.0,890.4617022442578,522.9124563008811,63.687128675619505,NORMAL,0
223,115,1,0,100.0,1045.587267495089,521.0719070429776,50.63505309104866,NORMAL,0
224,168,1,0,133.0,989.1743361901058,533.4051138569233,38.812845083634684,NORMAL,0
225,245,1,0,50.0,986.8294373828668,550.8889966345237,75.20692980775347,NORMAL,0
226,180,0,1,100.0,1027.872244542016,465.1261453931002,71.03431815676416,NORMAL,0
227,142,0,1,100.0,995.0834336377844,526.5296330612649,34.73744606567517,NORMAL,0
228,130,0,1,200.0,1021.712623955962,533.6462890392374,62.070236407574626,NORMAL,0
229,151,0,1,50.0,980.9505664112396,574.8554513980836,57.89215845439736,NORMAL,0
230,180,0,1,50.0,1080.7945314709436,455.5510933754362,34.439265227139835,NORMAL,0
231,170,1,0,200.0,940.8789750826729,550.2525133877642,59.18474680008777,NORMAL,0
232,249,1,0,100.0,827.6683071402215,394.89380390923975,66.25691216136093,NORMAL,0
233,107,1,0,50.0,933.8964027336901,456.8681760603302,79.86436769784804,NORMAL,0
234,211,1,0,50.0,1025.9838631130451,484.12515006183406,49.482502210405684,NORMAL,0
235,132,1,0,50.0,991.1245735660814,489.5937904540769,27.31813125526748,NORMAL,0
236,172,0,1,200.0,882.6509540429089,552.7789914154538,27.15412981561411,NORMAL,0
237,188,0,1,133.0,980.0374793448252,556.2901122649781,83.83863738564457,NORMAL,0
238,227,0,1,100.0,1065.44307922119,508.45320001795926,35.67344404178673,NORMAL,0
239,208,0,1,100.0,1001.2873034630743,585.3810519864244,40.29528695239699,NORMAL,0
240,39,0,1,200.0,930.5778239079503,473.02866591911715,25.439875254402047,NORMAL,0
241,47,1,0,133.0,1097.656733787338,496.0055879176044,55.24919960041112,NORMAL,0
242,171,1,0,200.0,978.1302358910123,464.95989765803597,62.390074616559424,NORMAL,0
243,28,1,0,133.0,997.7234240432193,441.1507228228257,39.379316733322845,NORMAL,0
244,86,1,0,100.0,697.1454348381321,502.46211953960614,75.04947904853874,NORMAL,0
245,125,1,0,133.0,1055.0890136723747,479.5080398081784,63.34196571665961,NORMAL,0
246,5,0,1,133.0,1085.7050251506644,504.65622548709,64.13237699161,NORMAL,0
247,200,0,1,200.0,918.3158926333421,478.96707628046494,48.34640867771739,NORMAL,0
248,124,0,1,50.0,1051.082114825288,477.3124372363906,50.37540200334915,NORMAL,0
249,188,0,1,133.0,1107.798552145138,490.06480962857603,53.721115335411824,NORMAL,0
250,152,0,1,100.0,995.7409461724851,505.6901309545271,78.27756057603355,NORMAL,0
251,85,1,0,200.0,1141.8290188211743,487.9743381075835,56.28209792195238,NORMAL,0
252,70,1,0,100.0,944.1217621639704,450.7980761803885,65.95481383844734,NORMAL,0
253,109,1,0,200.0,1116.3004766835288,424.1818738688315,72.72990813325985,NORMAL,0
254,239,1,0,200.0,902.6339458367656,492.5468978889921,34.63592952410163,NORMAL,0
255,190,1,0,100.0,1058.1221219563934,461.51928211775635,63.99893179033594,NORMAL,0
256,47,0,1,50.0,921.9449661282308,431.00838803950677,60.354252155471464,NORMAL,0
257,211,0,1,200.0,1049.6536873180958,521.0078719690661,71.31265227141077,NORMAL,0
258,178,0,1,50.0,998.2618591994118,447.5154023703891,58.10320353022739,NORMAL,0
259,35,0,1,200.0,907.2267223768966,475.50087477098333,62.78439467485912,NORMAL,0
260,89,0,1,200.0,897.2819999031522,478.50856843544807,82.95767974826366,NORMAL,0
261,181,1,0,50.0,980.8446914090002,485.4272796078795,65.00920962832433,NORMAL,0
262,9,1,0,100.0,951.7730606014127,563.7018479416046,29.154863601746857,NORMAL,0
263,135,1,0,200.0,1136.1776058234543,469.2343927893722,42.89938022126647,NORMAL,0
264,56,1,0,100.0,951.8965753398168,458.9752850050419,44.8658063057529,NORMAL,0
265,233,1,0,133.0,883.8951486240468,505.7501740308651,45.53217798039624,NORMAL,0
266,71,0,1,100.0,1015.2393217881778,475.46268438384607,54.53840165073804,NORMAL,0
267,118,0,1,133.0,924.8949137223941,494.85813661134375,66.62451270209945,NORMAL,0
268,106,0,1,133.0,987.2399355774902,507.7630289028123,70.28928471616796,NORMAL,0
269,78,0,1,133.0,1203.214444389966,478.34738196900463,78.66750247211186,NORMAL,0
270,142,0,1,50.0,1188.1844147870302,443.37558143421984,28.860924845482646,NORMAL,0
271,245,1,0,50.0,976.1366588324763,591.4303382499587,40.14267226519961,NORMAL,0
272,148,1,0,100.0,897.2101731916582,516.346147663667,40.73536368514051,NORMAL,0
273,39,1,0,133.0,1188.820804144971,564.5138779940122,62.44732816950938,NORMAL,0
274,6,1,0,100.0,1101.1045678171554,415.75185756088825,58.874181115605154,NORMAL,0
275,249,1,0,50.0,1198.5809439872808,566.2476289502317,32.920909571482824,NORMAL,0
276,7,0,1,200.0,880.2771847763929,488.88431614250703,33.7768585663338,NORMAL,0
277,169,0,1,100.0,903.8902742710916,449.9337030080618,79.16774242663823,NORMAL,0
278,157,0,1,133.0,1017.4107420423736,408.6925083919559,78.99640368252031,NORMAL,0
279,179,0,1,133.0,748.2331023418105,609.9887327781802,32.495564138995945,NORMAL,0
280,1,0,1,133.0,980.696335400456,554.8685621346459,42.78513866759158,NORMAL,0
281,44,1,0,100.0,862.6060869852957,553.5911997929953,36.94684059549317,NORMAL,0
282,205,1,0,200.0,1147.5905582089506,532.0423276200054,51.3155493757021,NORMAL,0
283,54,1,0,200.0,1050.3810101539252,552.8028144571379,46.01572428382239,NORMAL,0
284,130,1,0,133.0,997.2016843395422,471.47259282080546,66.67597036346703,NORMAL,0
285,236,1,0,100.0,964.7850678517688,464.8986872854323,83.34082486674656,NORMAL,0
286,49,0,1,50.0,919.2526576151853,556.0045782287756,71.57074803159568,NORMAL,0
287,235,0,1,100.0,964.2785460999511,467.26964892503304,39.56143036146709,NORMAL,0
288,199,0,1,133.0,976.6875587960076,572.2752264525523,69.44225717151912,NORMAL,0
289,7,0,1,50.0,952.6507096806471,516.3547525716092,48.10368431054142,NORMAL,0
290,49,0,1,50.0,1063.476511873448,522.6088386930105,43.87156536283703,NORMAL,0
291,242,1,0,200.0,878.334803015746,477.03965561124977,62.25507166025761,NORMAL,0
292,111,1,0,100.0,975.0094533502721,519.2935597428298,63.078624556921646,NORMAL,0
293,219,1,0,50.0,901.3702067739044,495.5627673557806,59.29949398602591,NORMAL,0
294,214,1,0,200.0,869.1427006839324,524.2887100929739,25.904462099348752,NORMAL,0
295,126,1,0,200.0,896.890810987403,463.58108290233065,25.47985288758945,NORMAL,0
296,182,0,1,100.0,916.2925788388818,462.849358068951,56.073567942811664,NORMAL,0
297,174,0,1,100.0,1037.733906443197,528.0480715785673,49.60824466770036,NORMAL,0
298,102,0,1,200.0,1087.881524131944,565.6537283306892,47.80493117056993,NORMAL,0
299,198,0,1,200.0,968.8395849479745,501.9088609569288,27.3699948175706,NORMAL,0
300,96,0,1,133.0,1031.3415705078319,450.81556626953176,69.99100698340361,NORMAL,0
301,201,1,0,50.0,966.8781727091722,465.93488705904815,59.097080292039124,NORMAL,0
302,52,1,0,133.0,1092.5188033491704,483.4744281534717,57.859120233617226,NORMAL,0
303,34,1,0,50.0,828.7050025864585,491.5632319854434,36.82499663173844,NORMAL,0
304,12,1,0,133.0,989.959058277287,487.45298853345105,55.98586416079161,NORMAL,0
305,155,1,0,200.0,1019.0222346915689,492.29091028185735,44.7084195758455,NORMAL,0
306,138,0,1,133.0,1070.4801252915543,551.8835068860114,72.52927542083373,NORMAL,0
307,50,0,1,200.0,723.8932549741025,433.1307189494031,52.10717690733392,NORMAL,0
308,132,0,1,100.0,1051.0343331466,558.7656117724754,27.936962105210277,NORMAL,0
309,92,0,1,200.0,806.7204737833392,505.2701802884432,75.25087388408356,NORMAL,0
310,38,0,1,133.0,776.9694476281418,537.1962311494361,74.28879292552821,NORMAL,0
311,192,1,0,133.0,1037.610893372057,521.4323248706826,45.76862192832639,NORMAL,0
312,146,1,0,133.0,1048.376011333375,495.4246187088708,42.216618558271854,NORMAL,0
313,143,1,0,100.0,1000.8637786912068,478.83577026335496,29.502348893004083,NORMAL,0
