cycle,write_word,write_enable,read_enable,clk_freq_mhz,setup_time_ps,hold_time_ps,temp_c,fault_type,is_anomaly
28,62,0,1,100.0,905.9503098449175,512.1369879138385,25.801062714769245,BIT_FLIP,1
29,204,0,1,50.0,893.8640559569113,465.0602359954961,48.549538814227674,NORMAL,0
30,137,0,1,133.0,814.1416648814352,541.3213643022249,66.93270091691866,NORMAL,0
31,119,1,0,200.0,876.6980105567254,512.4658011089238,34.63829885476156,NORMAL,0
32,112,1,0,200.0,1033.5215787627656,490.16231027374056,29.309921481677392,NORMAL,0
33,220,1,0,200.0,857.6810262400459,460.2973437662848,49.52644792421225,NORMAL,0
34,62,1,0,200.0,885.437852352112,139.2208152290658,67.89951292805952,HOLD_VIOLATION,1
35,207,1,0,133.0,1202.4338313278176,587.3878429957861,33.104826001127456,NORMAL,0
36,52,0,1,100.0,1049.9728136343992,484.74028436313785,62.12730142427841,NORMAL,0
37,178,0,1,100.0,936.0722301300915,537.2561556823125,55.77097780261141,NORMAL,0
38,23,0,1,200.0,932.9671811391627,467.861382346461,63.8799799455076,NORMAL,0
39,34,0,1,200.0,1082.1202634705323,479.71613061314304,44.76758241861714,NORMAL,0
40,59,0,1,200.0,1035.7835284031016,141.98365712377776,73.58695804750803,HOLD_VIOLATION,1
41,13,1,0,133.0,844.3510440599591,485.9145713731412,71.69299707027847,NORMAL,0
42,190,1,0,100.0,885.4428848902537,552.6427186749313,65.09173835892915,NORMAL,0
43,174,1,0,50.0,909.639698769761,431.673745760703,43.62907176544829,OVERFLOW,1
44,237,1,0,50.0,923.014449157698,508.0805249272351,54.95244389809112,NORMAL,0
45,107,1,0,200.0,1082.3598304239933,490.6850850341024,38.83636141193639,NORMAL,0
46,11,0,1,133.0,971.1237398921149,472.5507442147471,80.32218758409164,NORMAL,0
47,19,0,1,133.0,895.7800514154735,463.9781855200053,45.66831178568294,NORMAL,0
48,51,0,1,200.0,977.4329322609844,518.7049886743396,67.31695037764547,NORMAL,0
49,94,0,1,133.0,1169.854972592456,514.9093129829109,61.73245664099527,NORMAL,0
50,132,0,1,100.0,1014.8090717642473,526.8208439337288,46.8594585563959,NORMAL,0
51,88,1,0,200.0,1111.9596486490314,513.5565379592705,26.78208071354759,NORMAL,0
52,176,1,0,50.0,940.1742406162438,554.6850131863066,59.512518704335456,NORMAL,0
53,13,1,0,133.0,1085.19576738972,485.80848917890495,51.908505510119596,NORMAL,0
54,132,1,0,133.0,1192.086343945884,647.4336331786185,83.4617678791726,NORMAL,0
55,119,1,0,133.0,1112.6528000636883,513.4875909578578,71.39130607597127,NORMAL,0
56,141,0,1,100.0,322.9981739263616,528.6133319327448,73.14071463931438,SETUP_VIOLATION,1
57,70,0,1,133.0,981.112855057363,475.9560556208702,63.518906586420805,NORMAL,0
58,215,0,1,100.0,1024.974048892352,554.7323258129936,48.959352533897345,NORMAL,0
59,133,0,1,100.0,993.4588356141196,472.8113062554457,45.355942849198996,NORMAL,0
60,207,0,1,100.0,917.9376922578213,582.2782532724377,27.677009671443862,NORMAL,0
61,183,1,0,133.0,1052.6518573377803,398.79588456888825,28.566513287117736,NORMAL,0
62,227,1,0,50.0,892.6396133352016,538.2644289842476,34.9953728639899,NORMAL,0
63,118,1,0,100.0,1095.3378598607171,571.03782616153,79.28179259497773,NORMAL,0
64,95,1,0,100.0,925.5297348058543,517.0003502995362,82.16734651224758,NORMAL,0
65,205,1,0,50.0,893.4772063999343,457.1931813935689,75.16560366952716,NORMAL,0
66,95,0,1,200.0,953.442520052295,555.6186819036329,37.819114271168274,NORMAL,0
67,155,0,1,133.0,990.2324640026023,444.23126020815783,37.600950762339416,NORMAL,0
68,94,0,1,200.0,1097.7639743689326,506.8068448360859,72.54858811260218,NORMAL,0
69,40,0,1,133.0,1050.90591308107,507.2353127262579,39.56268626667837,NORMAL,0
70,150,0,1,200.0,843.4413109200693,507.22927469175704,28.15451158677137,NORMAL,0
71,160,1,0,50.0,366.1655657032357,530.238975081923,58.08832774564457,SETUP_VIOLATION,1
72,176,1,0,100.0,1066.8193725656072,440.0290356572183,74.35028295955006,NORMAL,0
73,162,1,0,50.0,1137.9171997750605,513.5178399021906,82.25532067446181,NORMAL,0
74,54,1,0,50.0,844.2370265075101,515.4695096732053,40.39784884371073,NORMAL,0
75,13,1,0,100.0,1082.5206635165664,461.593828784769,57.50472194548092,NORMAL,0
76,114,0,1,133.0,995.9031084642654,558.7975635292787,68.25851948581274,NORMAL,0
77,163,0,1,50.0,1028.7276093981266,502.5842923031784,81.22987230364026,NORMAL,0
78,32,0,1,50.0,833.0546089383436,519.4293156626782,68.38752988526731,NORMAL,0
79,8,0,1,200.0,699.5734523434155,504.72307418553726,78.05622414856161,NORMAL,0
80,136,0,1,200.0,392.60676572936364,565.0006531656833,64.40021514388215,SETUP_VIOLATION,1
81,226,1,0,100.0,858.1069916463249,517.0598484029432,67.97609733152828,NORMAL,0
82,214,1,0,133.0,1006.6912217788741,466.23984639132317,31.372602878853435,NORMAL,0
83,52,1,0,100.0,845.7623932581562,536.8115236154082,62.515597211450086,NORMAL,0
84,127,1,0,100.0,1005.0736148504798,562.5767996212027,30.025906906829988,NORMAL,0
85,235,1,0,50.0,1222.245405668843,429.8930990356498,83.34167512814332,NORMAL,0
86,136,0,1,133.0,1003.0341835701394,390.204351069084,29.346296653503188,NORMAL,0
87,0,0,1,50.0,1070.7955156390337,416.06023257523395,81.21470952743087,NORMAL,0
88,92,0,1,100.0,1055.833920467807,460.1465087468256,31.471173410984427,NORMAL,0
89,81,0,1,200.0,984.8366055180454,486.2879158532148,71.15342898786051,NORMAL,0
90,204,0,1,200.0,846.7919731403396,555.1867018004504,27.206895948347675,BIT_FLIP,1
91,181,1,0,133.0,1056.0001759228735,552.4918565092624,75.01111309343702,NORMAL,0
92,146,1,0,200.0,1143.862885622707,501.37006324793873,58.23259325065442,BIT_FLIP,1
93,110,1,0,50.0,1157.7581969911203,51.926034370447205,25.8152372567273,HOLD_VIOLATION,1
94,21,1,0,133.0,989.2333801072683,562.8230016188897,56.19242095244431,NORMAL,0
95,27,1,0,200.0,913.3805274106396,520.3660615053149,62.091171911308685,NORMAL,0
96,13,0,1,100.0,1233.1218966849399,489.0428217295015,69.38550584245354,NORMAL,0
97,77,0,1,50.0,965.9685829687044,564.6501328547848,70.8409025400615,NORMAL,0
98,64,0,1,133.0,956.4802051263174,429.34136533330707,76.47481344860455,NORMAL,0
99,87,0,1,100.0,935.9496093390695,456.2355957190114,42.25050728480473,NORMAL,0
100,185,0,1,100.0,858.795534311437,521.2166438629538,65.51086183037165,NORMAL,0
101,254,1,0,133.0,957.2774700345835,560.3837433127952,30.757958106036586,NORMAL,0
102,105,1,0,133.0,969.3360607923493,472.6082746895828,39.18709284502473,NORMAL,0
103,149,1,0,100.0,1088.0344178040334,526.0824512199612,41.2754199234928,NORMAL,0
104,86,1,0,100.0,924.3035856518443,450.4546548453409,41.871379969924604,BIT_FLIP,1
105,189,1,0,200.0,886.6431311815113,492.1767861507193,44.065591786328696,NORMAL,0
106,188,0,1,100.0,1025.0413880884748,442.0238798242601,56.23656768254171,NORMAL,0
107,35,0,1,100.0,1008.2274587275357,581.8703585573501,43.33299763355368,NORMAL,0
108,124,0,1,50.0,877.5767861529126,523.0037260896188,74.25652660276084,NORMAL,0
109,180,0,1,50.0,1211.4627218640076,440.16993072603907,70.1189969360191,NORMAL,0
110,14,0,1,50.0,958.8448213648127,537.2016205330413,62.214536530520476,BIT_FLIP,1
111,119,1,0,50.0,1025.7712621602757,409.55359118226033,36.14448323973679,NORMAL,0
112,117,1,0,133.0,983.9101432510214,520.7536712696515,50.97010338077187,NORMAL,0
113,102,1,0,100.0,894.0082012819838,469.6553362071355,29.558546434637634,NORMAL,0
114,58,1,0,200.0,1005.8980250740856,511.24017653782454,55.36952165905856,NORMAL,0
115,148,1,0,100.0,993.7523756243622,598.0338165192122,32.21344926225212,NORMAL,0
116,185,0,1,133.0,1043.6231406861682,558.213554049517,49.65604811536647,NORMAL,0
117,161,0,1,133.0,1097.0994573167418,431.0967710643463,61.26579503552876,NORMAL,0
118,77,0,1,133.0,1130.1995035413509,499.1920876527721,42.24834608961109,NORMAL,0
119,252,0,1,133.0,960.4909562102017,535.6954531297873,45.19281418030819,NORMAL,0
120,204,0,1,133.0,935.0721861799952,501.31612441980207,55.02399973962719,NORMAL,0
121,33,1,0,100.0,987.3454120759574,550.8823499412349,58.362525014059585,NORMAL,0
122,132,1,0,50.0,1059.5885554887611,484.9152968953852,74.09039831619424,NORMAL,0
123,138,1,0,200.0,386.0480115340245,513.9917605824143,73.94934857054497,SETUP_VIOLATION,1
124,232,1,0,50.0,1161.0249640239106,564.0736324600969,81.02061245166809,NORMAL,0
125,221,1,0,133.0,894.2939320403342,569.4389701631903,38.15910340593396,NORMAL,0
126,138,0,1,200.0,925.4106314300535,483.68349094496136,63.67069541396947,NORMAL,0
127,249,0,1,200.0,918.4510274795356,441.5161041538849,60.71869502313212,NORMAL,0
128,101,0,1,200.0,895.4567680410619,478.1861624793285,49.9830408219123,NORMAL,0
129,199,0,1,133.0,994.368325036488,117.0513019704627,81.11048551521239,HOLD_VIOLATION,1
130,55,0,1,133.0,997.1608203571666,411.76854305016957,83.7894162904696,NORMAL,0
131,164,1,0,200.0,995.4271441230417,578.5952022360362,78.94413912929443,NORMAL,0
132,5,1,0,50.0,974.5718892401137,516.7392929578916,35.83431422599983,NORMAL,0
133,0,1,0,133.0,850.7781088204509,494.0381314869909,81.32234135558258,NORMAL,0
134,46,1,0,100.0,1096.7192524511875,540.6445396731897,34.29665709135323,OVERFLOW,1
135,137,1,0,200.0,963.3689512127548,508.4119968469472,80.42647798976401,NORMAL,0
136,205,0,1,200.0,973.8428979687641,591.5982007133897,69.49487875142489,NORMAL,0
137,228,1,0,133.0,1085.8931841297579,471.3131608629945,75.45541207819699,OVERFLOW,1
138,203,0,1,100.0,902.0694584565159,461.31772660746975,71.90112282237126,NORMAL,0
139,140,0,1,200.0,911.3008877483052,464.33433204745796,81.63557042794524,NORMAL,0
140,189,0,1,133.0,1067.504486023326,145.1733903025032,64.75023861452817,HOLD_VIOLATION,1
141,37,1,0,50.0,1127.5600234824642,511.2835252133605,35.39078788906577,NORMAL,0
142,77,1,0,100.0,988.1913870668882,471.62014844063634,80.84663762892495,NORMAL,0
143,150,1,0,133.0,838.9408069732586,486.04605596066,30.016388893918773,NORMAL,0
144,5,1,0,133.0,951.8759219802755,415.3411416957362,50.12246927795485,NORMAL,0
145,147,1,0,50.0,935.8139891274297,518.1496409288446,35.26996281758143,NORMAL,0
146,221,0,1,100.0,1161.6969957522383,502.50942394148245,28.529511412185503,NORMAL,0
147,232,0,1,200.0,862.8088706306588,430.45284908316825,73.30191768146706,NORMAL,0
148,77,0,1,100.0,872.843418312712,493.5748969858674,54.040970620309324,NORMAL,0
149,213,0,1,50.0,1097.387171367762,608.6214664866741,84.38814019083785,NORMAL,0
150,10,0,1,133.0,1051.118158687201,417.67338646275806,42.64165371834354,NORMAL,0
151,11,1,0,133.0,929.4097984265543,462.0919555513948,30.966923014250938,NORMAL,0
152,231,1,0,50.0,1004.9234092235153,545.3662086129311,65.03270114334043,NORMAL,0
153,203,1,0,133.0,836.7566685783968,559.7013120728475,71.88098766579012,BIT_FLIP,1
154,179,1,0,200.0,845.5151635411845,472.16687632491966,75.13074213951631,NORMAL,0
155,172,1,0,200.0,885.5298191843713,453.0972219440887,76.53702851290538,NORMAL,0
156,110,0,1,133.0,965.7101827077719,456.06703885518067,58.54504912937091,NORMAL,0
157,154,0,1,100.0,194.48290324871576,456.351096148222,76.69726577033171,SETUP_VIOLATION,1
158,103,0,1,50.0,1003.7914543268852,411.80916311664504,81.73291557147374,NORMAL,0
159,130,0,1,133.0,957.782507874374,464.67399595673015,46.216223247925996,NORMAL,0
160,169,0,1,50.0,985.5237276740992,490.5796393248716,65.92156376624195,NORMAL,0
161,171,1,0,100.0,956.3132198847081,512.1248872843627,27.145321316621366,NORMAL,0
162,48,1,0,133.0,743.6825030939765,532.508066423047,28.217636888510278,NORMAL,0
163,202,1,0,50.0,1077.0412306187802,557.2257692633489,70.38937772617582,NORMAL,0
164,4,1,0,100.0,1092.8351447669943,541.3793363567612,84.45374278268775,NORMAL,0
165,187,1,0,133.0,1121.9909958085395,501.1982978448966,39.94555367558462,NORMAL,0
166,82,0,1,200.0,1210.017960538983,564.6181257096724,37.92459578710837,BIT_FLIP,1
167,242,0,1,100.0,836.4676928802538,527.9589349378638,52.49421266435033,NORMAL,0
168,132,0,1,133.0,800.8608688698289,482.91870840782474,53.220838770514234,NORMAL,0
169,220,0,1,133.0,1017.2619671643604,532.1754098403633,31.28032285379292,NORMAL,0
170,231,0,1,200.0,891.8570654007323,505.53961357639264,40.392838684513826,NORMAL,0
171,101,1,0,50.0,1084.9829864581109,513.054252243676,32.32188730243774,NORMAL,0
172,227,1,0,100.0,992.2619274356379,499.5059794945118,31.26302304333623,NORMAL,0
173,86,1,0,50.0,952.2355843361942,460.4014730857024,75.0584815578072,NORMAL,0
174,40,1,0,200.0,1002.9628945535071,508.6018607695925,41.89309887007126,NORMAL,0
175,139,1,0,50.0,952.9794982001271,438.3458982579767,38.68090273067705,NORMAL,0
176,191,0,1,133.0,300.82093331552073,536.9586880069991,59.27152330163365,SETUP_VIOLATION,1
177,240,0,1,100.0,859.8509093690786,78.52148211701093,39.65068915179509,HOLD_VIOLATION,1
178,149,0,1,100.0,1028.245110218781,436.21486697968976,70.14551814421377,NORMAL,0
179,122,0,1,133.0,891.6105302080971,439.1056091835117,72.6611797973492,NORMAL,0
180,124,0,1,50.0,1056.5193833404217,142.3032425669631,48.53190283195924,HOLD_VIOLATION,1
181,250,1,0,100.0,1058.9672070664099,557.0612441244697,55.52948189217409,NORMAL,0
182,191,1,0,200.0,862.9345232882731,456.43792107153956,61.27834147817615,NORMAL,0
183,35,1,0,200.0,832.5509809989425,407.531819145653,37.61355763659512,NORMAL,0
184,248,1,0,50.0,1001.6036343561336,410.89178781431485,32.75063308945499,NORMAL,0
185,213,1,0,50.0,1098.60323995283,468.5360856139314,50.84712458413321,NORMAL,0
186,177,0,1,133.0,902.4056740191312,467.9706648709324,79.37785852561503,NORMAL,0
187,81,0,1,133.0,894.4287425903196,543.3746425213063,50.80447458556283,NORMAL,0
188,210,0,1,100.0,981.0672739853193,504.3409025760871,47.52814159208856,NORMAL,0
189,222,0,1,133.0,1076.4477735288442,444.41600602585896,80.66169623095112,NORMAL,0
190,181,0,1,50.0,1092.034070581853,54.923821886507085,35.88051502051161,HOLD_VIOLATION,1
191,94,1,0,133.0,270.22211499212915,485.1617090674989,40.822620432150025,SETUP_VIOLATION,1
192,31,1,0,100.0,941.5904448881072,534.7473806175891,54.60730283572531,NORMAL,0
193,57,1,0,50.0,967.5328981376111,515.2776106156595,48.32554750359317,NORMAL,0
194,214,1,0,50.0,1068.8856983982857,514.7577478797411,84.37879453373455,BIT_FLIP,1
195,77,1,0,200.0,983.4635407666941,557.9870744293504,59.27761351680181,NORMAL,0
196,179,0,1,50.0,966.8366155898103,544.7808803941206,73.57533740694866,NORMAL,0
197,61,0,1,133.0,1041.2590386424208,487.714447141119,32.55064721796515,NORMAL,0
198,155,0,1,133.0,1036.8796862740332,459.00225175949663,63.09607586794064,NORMAL,0
199,217,0,1,133.0,1045.2167342501039,536.6045773325529,27.53276848504749,NORMAL,0
200,167,0,1,100.0,996.096464870349,535.1011716065848,32.820989567986565,NORMAL,0
201,86,1,0,133.0,1117.2347217085278,527.9307755879354,79.09333051590565,NORMAL,0
202,221,1,0,133.0,1132.730779558457,512.7993700007708,49.43841565153244,NORMAL,0
203,134,1,0,50.0,959.4530144657696,458.1245477188394,46.26928754586672,NORMAL,0
204,227,1,0,200.0,1078.0536667132187,466.45714084888107,32.32080176688308,NORMAL,0
205,123,1,0,133.0,973.1526088585492,537.441366664656,29.93169550074981,NORMAL,0
206,28,0,1,200.0,1021.4733291178311,591.5488225362939,50.04677572373072,NORMAL,0
207,231,0,1,50.0,935.1726750787118,422.59111539718083,41.088236287198875,NORMAL,0
208,243,0,1,133.0,1039.5831676339826,445.2036074365645,34.51351533321752,NORMAL,0
209,217,0,1,50.0,999.6003290696058,520.1890560040675,50.25648490349842,NORMAL,0
210,114,0,1,100.0,916.1050318060489,469.274674652184,56.6414645778559,NORMAL,0
211,249,1,0,100.0,286.3657498955341,525.0311222002528,41.68717309362565,SETUP_VIOLATION,1
212,195,1,0,200.0,1150.5531676520695,529.3875491591922,57.22481884642765,NORMAL,0
213,100,1,0,100.0,907.7148185522898,460.7734223831528,71.15633124130953,NORMAL,0
214,118,1,0,50.0,1055.3141664068755,506.20265792117465,84.63938006597162,NORMAL,0
215,76,1,0,100.0,1234.1573742235616,486.17506881721505,82.831403331767,NORMAL,0
216,203,0,1,50.0,1063.2125517913405,393.50367002651893,66.72117896583566,NORMAL,0
217,132,0,1,50.0,970.5316736937745,459.5220777979659,46.43762166087055,NORMAL,0
218,213,0,1,133.0,869.2438895687956,593.7904678064333,71.01004638382578,NORMAL,0
219,10,0,1,100.0,1141.9213494347284,405.61800181611017,34.867898872707585,NORMAL,0
220,69,0,1,100.0,789.3347251629968,544.4657389590708,36.03019852763568,NORMAL,0
221,173,1,0,133.0,958.0429460449315,458.82019394497263,43.150441725112266,NORMAL,0
222,118,1,0,133.0,912.7278644570652,504.21122085043277,39.60418194226993,BIT_FLIP,1
223,89,1,0,50.0,1027.7156122702363,536.4516922879118,35.31649670367626,NORMAL,0
224,120,1,0,50.0,371.1868413490106,524.7024668223888,26.335352338817287,SETUP_VIOLATION,1
225,241,1,0,133.0,966.5515482187283,427.4248529066847,25.827941394510596,NORMAL,0
226,105,1,0,133.0,1150.598973983507,473.3339897897821,45.91716821103442,OVERFLOW,1
227,237,0,1,200.0,1110.4175980710015,557.4380505294369,46.97661025837762,NORMAL,0
228,168,0,1,133.0,1141.1584792320427,552.4330712387994,79.0806402241754,NORMAL,0
229,82,0,1,133.0,1030.7565680121172,542.4095894368803,49.32410371614799,NORMAL,0
230,74,0,1,133.0,873.6268752437467,622.6791564713826,34.94555297433398,NORMAL,0
231,178,1,0,100.0,951.2462361936966,514.1930820661568,44.03715908013069,OVERFLOW,1
232,224,1,0,200.0,984.5501335812825,444.2475491321333,44.86325629108062,NORMAL,0
233,225,1,0,50.0,986.898642696178,455.2041656061784,45.92899354740051,NORMAL,0
234,3,1,0,133.0,1327.1163307295196,519.6928745989035,32.45359696583728,NORMAL,0
235,74,1,0,100.0,922.6645210324374,505.3869023254275,49.5704056022137,NORMAL,0
236,130,0,1,50.0,918.9077097173283,524.9797318248333,61.25266620316294,NORMAL,0
237,165,0,1,100.0,953.0497842934493,487.67592548710763,54.23138689099587,NORMAL,0
238,18,0,1,133.0,1079.4489056342,513.8144020361337,43.6989341020508,NORMAL,0
239,135,0,1,133.0,1146.4554169919843,503.77081647750504,66.36507315986876,NORMAL,0
240,191,0,1,50.0,1030.067560531715,531.5238988464587,35.30263402071387,NORMAL,0
241,88,1,0,133.0,977.0343966916201,552.5149966066589,34.74430399390447,NORMAL,0
242,14,1,0,100.0,1089.894604273295,460.8803979991238,81.19433121355638,NORMAL,0
243,55,1,0,200.0,950.1484269243765,454.24167454673807,52.5338714916384,NORMAL,0
244,84,1,0,50.0,909.0802747355087,501.33504962910456,79.19897492655628,NORMAL,0
245,202,1,0,100.0,835.7999825792464,468.4442885167319,74.66773030622053,NORMAL,0
246,190,0,1,200.0,983.8423002208026,495.272248883608,27.08536106284236,NORMAL,0
247,43,0,1,100.0,946.1758333719696,477.9779967329537,47.56615301485237,NORMAL,0
248,175,0,1,50.0,865.7039418726852,450.670141072435,43.00580463051465,NORMAL,0
249,167,0,1,133.0,882.0544257846144,547.8079015336814,82.68895034470462,NORMAL,0
250,1,0,1,200.0,1080.6321866079938,461.068088598259,54.442506404631175,NORMAL,0
251,65,1,0,133.0,995.242143456284,492.10043965811974,41.53359674760629,NORMAL,0
252,173,1,0,50.0,1007.8768778630705,502.2853875556559,54.28681770099158,NORMAL,0
253,3,1,0,133.0,1051.3895629290794,413.9234323500202,45.104776886818655,NORMAL,0
254,58,1,0,50.0,709.6437784734679,474.0789947169146,65.97152513633314,NORMAL,0
255,239,1,0,50.0,914.1111721645897,578.4089569789473,54.08342266958378,NORMAL,0
256,3,0,1,200.0,981.302574923225,530.9018966979816,57.60567333425426,NORMAL,0
257,217,0,1,100.0,1084.6044882974288,466.17099307962945,82.66114040317345,NORMAL,0
258,214,0,1,50.0,1089.7691739624036,483.5903527976922,62.19142993280167,NORMAL,0
259,79,0,1,50.0,991.0791594749027,487.10922820874407,47.043943905045666,NORMAL,0
260,130,0,1,50.0,988.0764609519846,133.8531613210268,60.32750653303016,HOLD_VIOLATION,1
261,103,1,0,133.0,867.3554957718072,416.15877712568874,37.04509034464394,NORMAL,0
262,93,1,0,200.0,928.0111097357559,469.03141324573005,71.01693700578807,NORMAL,0
263,146,1,0,200.0,1120.9630759198592,486.9618112606534,38.665456751050876,NORMAL,0
264,137,1,0,50.0,1039.523773776376,492.5333343490635,65.78909145486632,NORMAL,0
265,40,1,0,200.0,878.2795439071384,467.61535119194514,50.96093378002257,NORMAL,0
266,8,0,1,133.0,861.8375457011591,541.2027708545901,57.49557478627547,NORMAL,0
267,216,0,1,50.0,859.3286713186938,457.45752439515695,27.54453778371163,NORMAL,0
268,224,0,1,50.0,1102.3191964399482,567.678107979992,81.1707578719189,NORMAL,0
269,218,0,1,50.0,1019.8412965875312,553.0252255991388,67.48679902795325,NORMAL,0
270,41,0,1,200.0,1054.3764739198668,435.87531049070935,73.35204247712107,NORMAL,0
271,80,1,0,50.0,968.6227595631095,522.6452166137975,75.55074756946834,NORMAL,0
272,60,1,0,200.0,1192.320105725291,549.9761450219514,77.25400446297493,NORMAL,0
273,0,1,0,200.0,1052.9834127475985,558.706669391238,26.868223763696186,NORMAL,0
274,116,1,0,50.0,1034.3436935808058,605.0462338608233,25.42338552407449,NORMAL,0
275,10,1,0,100.0,188.06834628894157,500.6886069179761,76.21972244171681,SETUP_VIOLATION,1
276,238,0,1,100.0,1038.969028812071,506.6683105648261,26.717495098330325,NORMAL,0
277,194,0,1,133.0,1010.8564527002915,550.5536536696997,30.181705186771932,NORMAL,0
278,32,0,1,133.0,943.3354357309349,428.58922635291844,68.23490627873107,NORMAL,0
279,233,0,1,50.0,945.5893126655885,530.8908346017516,59.16613124312872,NORMAL,0
280,77,0,1,50.0,1034.1541343731935,526.7352076806555,38.176432076378426,NORMAL,0
281,10,1,0,50.0,1070.4978387974645,485.86572258260253,42.96652446255702,BIT_FLIP,1
282,141,1,0,100.0,1113.3978035001014,507.24956160026375,76.74279252419802,NORMAL,0
283,56,1,0,100.0,975.019439140342,399.7417690508611,69.86067557101497,NORMAL,0
284,236,1,0,133.0,1041.2609084355104,583.0462980074598,71.06061517725978,NORMAL,0
285,231,1,0,133.0,1057.762348665508,580.2022157173392,66.45817870588904,NORMAL,0
286,58,0,1,100.0,1034.166059034888,627.0087454694365,26.40762496274749,NORMAL,0
287,101,0,1,133.0,959.3501136776836,480.7609904186537,83.33910509772674,NORMAL,0
288,126,0,1,133.0,984.242768610622,505.88874555645066,55.99145071517971,NORMAL,0
289,14,0,1,50.0,1053.697646206108,489.6551987354184,53.87739545898815,NORMAL,0
290,236,0,1,200.0,1054.6480940192012,504.4970229857655,27.53864100699052,NORMAL,0
291,0,1,0,50.0,1008.4725924197475,476.88588781994656,35.638047763903415,NORMAL,0
292,40,1,0,200.0,846.0366469919193,436.3557197175907,71.23458853402207,NORMAL,0
293,231,1,0,200.0,1207.4350356883078,488.30857184339754,34.553268061424475,NORMAL,0
294,27,1,0,50.0,249.06969412182977,545.3066842146668,61.62058425091485,SETUP_VIOLATION,1
295,132,1,0,133.0,889.4458209494098,512.3666956882719,38.88932747382931,NORMAL,0
296,12,0,1,50.0,1043.2924560771912,540.1553835012876,57.59986262859307,NORMAL,0
297,246,0,1,200.0,833.4653285390882,496.63668444041787,45.767484923752875,NORMAL,0
298,5,1,0,200.0,923.0690844615993,444.1104163958911,64.32722340456019,OVERFLOW,1
299,231,0,1,133.0,1231.9407461846658,483.21932949472017,82.59937917004015,NORMAL,0
300,244,0,1,133.0,949.694250128665,537.7674743326633,29.32338306805191,NORMAL,0
301,4,1,0,100.0,1248.3048169564213,474.4246019475094,80.53691877207022,NORMAL,0
302,60,1,0,200.0,1035.0990158208908,50.10089550841841,62.94543758296161,HOLD_VIOLATION,1
303,249,1,0,133.0,1045.4059914241757,550.2824371329637,43.37363805129797,NORMAL,0
304,170,1,0,50.0,989.5678688058082,521.2032561928148,66.21953599614255,OVERFLOW,1
305,112,1,0,200.0,1088.8279620323638,492.97501754541275,54.078482241393715,NORMAL,0
306,202,0,1,133.0,1194.023284627917,456.5846393212049,72.40748096771873,NORMAL,0
307,230,0,1,100.0,1061.3867745081436,510.3320334337288,30.003876407631296,NORMAL,0
308,93,0,1,50.0,1034.274478891936,555.1961144099438,61.88786072040916,NORMAL,0
309,220,0,1,100.0,1022.2356663713595,516.022171204545,61.26032519900712,NORMAL,0
